,JALSH Index,JALSHTR Index,RESI20 Index,RESI20TR Index,INDI25 Index,INDI25TR Index,FINI15 Index,FINI15TR Index,FINDI30 Index,FIND30TR Index,JSHRAL Index,JSHRALTR Index
2003/03/18,8278.55,765.47,17179.51,#N/A,5053.92,#N/A,2921.41,#N/A,7226.28,#N/A,#N/A,1716.33
2003/03/19,8292.07,766.72,17061.5,#N/A,5107.39,#N/A,2946.58,#N/A,7295.89,#N/A,#N/A,1724.96
2003/03/20,8139.31,752.6,16736.08,#N/A,4936.96,#N/A,2913.76,#N/A,7133.34,#N/A,#N/A,1700.47
2003/03/24,8026.83,743.39,16537.64,#N/A,4896.45,#N/A,2836.45,#N/A,7013.66,#N/A,#N/A,1671.12
2003/03/25,7932.57,734.66,16253.98,#N/A,4857.95,#N/A,2821.34,#N/A,6969.59,#N/A,#N/A,1651.92
2003/03/26,7838.3,725.93,16004.89,#N/A,4797.31,#N/A,2795.99,#N/A,6892.1,#N/A,#N/A,1634.24
2003/03/27,7795.81,722,15904.08,#N/A,4737.98,#N/A,2804.58,#N/A,6851.72,#N/A,#N/A,1629.77
2003/03/28,7735.86,716.45,15705.88,#N/A,4730.67,#N/A,2783.59,#N/A,6817.71,#N/A,#N/A,1618.95
2003/03/31,7679.88,711.38,15762.93,#N/A,4619.48,#N/A,2744.05,#N/A,6682.43,#N/A,#N/A,1613.37
2003/04/01,7786.02,721.22,15956.39,#N/A,4699.81,#N/A,2790.48,#N/A,6802.61,#N/A,#N/A,1636.5
2003/04/02,7915.64,733.22,16357.35,#N/A,4721.8,#N/A,2844.38,#N/A,6894.21,#N/A,#N/A,1656.12
2003/04/03,7922.65,733.87,16364.1,#N/A,4705.1,#N/A,2861.62,#N/A,6899.12,#N/A,#N/A,1657.61
2003/04/04,7878.98,729.83,16092.62,#N/A,4716.25,#N/A,2875.52,#N/A,6926.08,#N/A,#N/A,1652.5
2003/04/07,8077.62,751.23,16411.28,#N/A,4909.35,#N/A,2954.27,#N/A,7171.97,#N/A,#N/A,1696.68
2003/04/08,7958.38,740.14,16187.07,#N/A,4822.83,#N/A,2899.91,#N/A,7034.86,#N/A,#N/A,1674.8
2003/04/09,7872.11,732.11,15775.79,#N/A,4821.88,#N/A,2907.8,#N/A,7043.5,#N/A,#N/A,1666.45
2003/04/10,7756.65,721.38,15544.73,#N/A,4725.32,#N/A,2864.11,#N/A,6911.87,#N/A,#N/A,1646.87
2003/04/11,7818.13,727.18,15635.78,#N/A,4762.78,#N/A,2904.1,#N/A,6993.63,#N/A,#N/A,1658.7
2003/04/14,7868.97,732.93,15713.27,#N/A,4812.84,#N/A,2928,#N/A,7061.48,#N/A,#N/A,1670.09
2003/04/15,7842.25,730.44,15544.87,#N/A,4833.1,#N/A,2929.13,#N/A,7077.32,#N/A,#N/A,1667.83
2003/04/16,7824.13,728.75,15531.06,#N/A,4836.36,#N/A,2910.88,#N/A,7057.87,#N/A,#N/A,1658.67
2003/04/17,7761.55,722.96,15343.14,#N/A,4787.29,#N/A,2908.27,#N/A,7014.78,#N/A,#N/A,1648.39
2003/04/22,7746.15,721.52,15342.22,#N/A,4783.03,#N/A,2887.65,#N/A,6987.65,#N/A,#N/A,1646.72
2003/04/23,7748.25,721.72,15305.99,#N/A,4785.55,#N/A,2907.14,#N/A,7012.87,#N/A,#N/A,1651.41
2003/04/24,7492.46,697.89,14435.56,#N/A,4687.27,#N/A,2870.92,#N/A,6893.28,#N/A,#N/A,1615.83
2003/04/25,7361.15,685.66,13999.72,#N/A,4626.65,#N/A,2859.76,#N/A,6830.56,#N/A,#N/A,1593.97
2003/04/29,7384.01,687.79,13907.55,#N/A,4687.94,#N/A,2892.15,#N/A,6921.94,#N/A,#N/A,1595.38
2003/04/30,7510.4,699.56,14383.64,#N/A,4733.15,#N/A,2897.42,#N/A,6963.39,#N/A,#N/A,1612.05
2003/05/02,7659.39,713.44,14886.82,#N/A,4806.66,#N/A,2898.88,#N/A,7024.8,#N/A,#N/A,1637.34
2003/05/05,7644.95,712.09,14797,#N/A,4795.59,#N/A,2916.79,#N/A,7035.19,#N/A,#N/A,1639.74
2003/05/06,7722.27,719.3,14922.62,#N/A,4863.73,#N/A,2947.79,#N/A,7126.15,#N/A,#N/A,1656.17
2003/05/07,7685.49,715.87,14667.22,#N/A,4923.93,#N/A,2932.62,#N/A,7153.16,#N/A,#N/A,1658.09
2003/05/08,7564.89,704.64,14464.12,#N/A,4816.27,#N/A,2881.11,#N/A,7000.95,#N/A,#N/A,1635.03
2003/05/09,7593.49,707.3,14523.29,#N/A,4811.23,#N/A,2912.05,#N/A,7036.1,#N/A,#N/A,1642.17
2003/05/12,7817.69,728.18,15109.3,#N/A,4927.18,#N/A,2980.95,#N/A,7214.75,#N/A,#N/A,1682.2
2003/05/13,7885.39,734.49,15227.76,#N/A,5001.02,#N/A,3002.76,#N/A,7296.57,#N/A,#N/A,1697.51
2003/05/14,8035.17,748.44,15572.46,#N/A,5066.99,#N/A,3068.41,#N/A,7427.23,#N/A,#N/A,1724.59
2003/05/15,8247.13,768.19,16482.65,#N/A,5111.43,#N/A,3043.91,#N/A,7430.01,#N/A,#N/A,1753.3
2003/05/16,8158.66,759.94,16218.51,#N/A,5070.43,#N/A,3017.23,#N/A,7366.08,#N/A,#N/A,1738.49
2003/05/19,8203.53,764.26,16521.4,#N/A,5041.06,#N/A,2998.5,#N/A,7320.12,#N/A,#N/A,1747.27
2003/05/20,8110.68,755.61,16189.68,#N/A,5023.27,#N/A,2981.95,#N/A,7284.82,#N/A,#N/A,1731.43
2003/05/21,8108.52,755.41,16021.24,#N/A,5063.09,#N/A,3013.01,#N/A,7358.79,#N/A,#N/A,1735.69
2003/05/22,8165.31,760.7,16250.06,#N/A,5074.14,#N/A,3015.1,#N/A,7370.62,#N/A,#N/A,1742.13
2003/05/23,8254.52,769.01,16492.17,#N/A,5118.36,#N/A,3037.8,#N/A,7430.82,#N/A,#N/A,1759.24
2003/05/26,8350.6,778.05,16806.93,#N/A,5146.73,#N/A,3055.81,#N/A,7469.63,#N/A,#N/A,1777.94
2003/05/27,8418.7,784.4,16985.15,#N/A,5182.69,#N/A,3066.31,#N/A,7506.64,#N/A,#N/A,1788.7
2003/05/28,8580.62,799.48,17446.3,#N/A,5263.45,#N/A,3093.26,#N/A,7600.59,#N/A,#N/A,1815.77
2003/05/29,8501.65,792.12,17124,#N/A,5218.44,#N/A,3108.08,#N/A,7580.11,#N/A,#N/A,1803.99
2003/05/30,8564.33,797.96,17208.89,#N/A,5244.31,#N/A,3157.26,#N/A,7659.76,#N/A,#N/A,1817.1
2003/06/02,8667.23,807.63,17363.16,#N/A,5349.16,#N/A,3195.58,#N/A,7789.64,#N/A,#N/A,1837.46
2003/06/03,8609.53,802.26,17230.2,#N/A,5313.21,#N/A,3170.92,#N/A,7726.36,#N/A,#N/A,1827.43
2003/06/04,8748.84,815.24,17517.17,#N/A,5363.45,#N/A,3241.48,#N/A,7845.94,#N/A,#N/A,1854.42
2003/06/05,8726.77,813.18,17396.02,#N/A,5326.99,#N/A,3271.19,#N/A,7850.46,#N/A,#N/A,1856.84
2003/06/06,8860.6,825.65,17764.15,#N/A,5403.72,#N/A,3304.19,#N/A,7953.89,#N/A,#N/A,1875.43
2003/06/09,8716.22,813.44,17387.2,#N/A,5307.67,#N/A,3273,#N/A,7843.77,#N/A,#N/A,1856.02
2003/06/10,8758,817.34,17435.9,#N/A,5380.7,#N/A,3279.53,#N/A,7912.72,#N/A,#N/A,1861.96
2003/06/11,8717.26,813.54,17301.35,#N/A,5413.82,#N/A,3233.14,#N/A,7883.84,#N/A,#N/A,1849.66
2003/06/12,8677.34,809.81,17160.63,#N/A,5424.83,#N/A,3200.3,#N/A,7857.36,#N/A,#N/A,1842.62
2003/06/13,8712.87,813.13,17207.24,#N/A,5439.59,#N/A,3224.25,#N/A,7893.32,#N/A,#N/A,1853.96
2003/06/17,8843.21,825.29,17570.59,#N/A,5478.33,#N/A,3265.56,#N/A,7979.78,#N/A,#N/A,1877.39
2003/06/18,8868.91,827.69,17605.31,#N/A,5508.71,#N/A,3275.27,#N/A,8015.16,#N/A,#N/A,1881.88
2003/06/19,8909.43,831.47,17590.87,#N/A,5564.95,#N/A,3303.6,#N/A,8095.25,#N/A,#N/A,1896.94
2003/06/20,8854.12,826.31,17511.64,#N/A,5529.68,#N/A,3262.68,#N/A,8024.49,#N/A,#N/A,1885.28
2003/06/23,8749.48,817.08,17365.48,#N/A,5414.55,#N/A,3230.35,#N/A,7897.35,#N/A,#N/A,1865.55
2003/06/24,8551.68,798.61,16693.14,#N/A,5331.98,#N/A,3212.55,#N/A,7817.23,#N/A,#N/A,1835.31
2003/06/25,8452.76,789.37,16444.09,#N/A,5270.88,#N/A,3183.81,#N/A,7735.56,#N/A,#N/A,1817.84
2003/06/26,8374.61,782.07,16152.62,#N/A,5246.16,#N/A,3176.85,#N/A,7709.35,#N/A,#N/A,1808.7
2003/06/27,8347.23,779.52,16031.72,#N/A,5233.19,#N/A,3181.62,#N/A,7701.02,#N/A,#N/A,1806.73
2003/06/30,8352.2,780.27,16075.14,#N/A,5204.6,#N/A,3190.77,#N/A,7686.44,#N/A,#N/A,1810.9
2003/07/01,8302.38,775.62,15952.65,#N/A,5129.63,#N/A,3202.66,#N/A,7640.43,#N/A,1711.65,1811.42
2003/07/02,8396.92,784.45,16102.1,#N/A,5207.3,#N/A,3241.34,#N/A,7742.47,#N/A,1729.65,1830.46
2003/07/03,8578.56,801.42,16470.94,#N/A,5340.05,#N/A,3306.59,#N/A,7920.33,#N/A,1763.02,1865.78
2003/07/04,8498.74,793.96,16147.28,#N/A,5321.3,#N/A,3305.46,#N/A,7901.62,#N/A,1750.61,1852.65
2003/07/07,8521.91,797.29,16207.31,#N/A,5312.35,#N/A,3321.16,#N/A,7911.29,#N/A,1753.62,1857.77
2003/07/08,8756.18,819.21,16744.78,#N/A,5469.23,#N/A,3396.59,#N/A,8126.64,#N/A,1796.39,1903.09
2003/07/09,8629.12,807.32,16405.24,#N/A,5391.78,#N/A,3363.31,#N/A,8022.83,#N/A,1774.3,1879.68
2003/07/10,8557.78,800.65,16286.23,#N/A,5353.38,#N/A,3316.98,#N/A,7938.87,#N/A,1761.87,1866.52
2003/07/11,8644.78,808.79,16527.39,#N/A,5411.96,#N/A,3328.96,#N/A,8000.23,#N/A,1775.31,1880.75
2003/07/14,8859.65,829.24,17138.94,#N/A,5521.98,#N/A,3377.75,#N/A,8144.82,#N/A,1809.9,1918.35
2003/07/15,8775.22,821.34,16930.8,#N/A,5502.03,#N/A,3334.32,#N/A,8076.71,#N/A,1792.51,1899.92
2003/07/16,8756,819.54,16646.32,#N/A,5575.72,#N/A,3356.58,#N/A,8161.31,#N/A,1790.37,1897.64
2003/07/17,8607.91,805.68,16433.73,#N/A,5442.12,#N/A,3283.18,#N/A,7965.3,#N/A,1761.38,1866.92
2003/07/18,8579.63,803.03,16369.51,#N/A,5427.47,#N/A,3274.73,#N/A,7945.92,#N/A,1753.42,1858.48
2003/07/21,8567.16,801.91,16410.44,#N/A,5399.96,#N/A,3255.59,#N/A,7900.65,#N/A,1750.66,1855.74
2003/07/22,8533.03,798.72,16240.44,#N/A,5388.64,#N/A,3273.26,#N/A,7912,#N/A,1748.32,1853.26
2003/07/23,8539.98,799.37,16297.18,#N/A,5377.29,#N/A,3263.79,#N/A,7883.78,#N/A,1750.95,1856.04
2003/07/24,8664.95,811.07,16772.96,#N/A,5402.45,#N/A,3269.81,#N/A,7914.68,#N/A,1765.17,1871.12
2003/07/25,8747.23,818.77,17127.02,#N/A,5405.24,#N/A,3263.7,#N/A,7905.43,#N/A,1776.64,1883.28
2003/07/28,8780.78,821.91,17147.11,#N/A,5455.08,#N/A,3275.92,#N/A,7957.41,#N/A,1784.91,1892.04
2003/07/29,8731.79,817.33,16887.15,#N/A,5474.23,#N/A,3272.06,#N/A,7967.21,#N/A,1779.4,1886.21
2003/07/30,8736.57,817.77,16883.3,#N/A,5485.11,#N/A,3270.77,#N/A,7975,#N/A,1780.11,1886.95
2003/07/31,8809.63,824.61,17066.56,#N/A,5519.56,#N/A,3287.19,#N/A,8014.79,#N/A,1794.28,1901.97
2003/08/01,8806.91,824.36,17027.97,#N/A,5553.27,#N/A,3271.62,#N/A,8022.29,#N/A,1791.91,1899.47
2003/08/04,8850.45,828.43,17129.32,#N/A,5567.13,#N/A,3295.54,#N/A,8064.79,#N/A,1799.68,1907.71
2003/08/05,8866.36,829.92,17193.86,#N/A,5587.87,#N/A,3283.19,#N/A,8067.97,#N/A,1800.47,1908.54
2003/08/06,8809.1,824.56,17066.73,#N/A,5569.59,#N/A,3249.07,#N/A,8012.18,#N/A,1792.13,1899.7
2003/08/07,8754.76,819.47,16889.01,#N/A,5541.8,#N/A,3241.85,#N/A,7976.11,#N/A,1785.96,1893.16
2003/08/08,8863.61,829.66,17314.3,#N/A,5581.99,#N/A,3239.82,#N/A,8005.68,#N/A,1798.99,1906.97
2003/08/11,8905.18,834.19,17569.39,#N/A,5578.63,#N/A,3217.57,#N/A,7976.1,#N/A,1806.28,1916.88
2003/08/12,8984.35,841.61,17851.14,#N/A,5592.88,#N/A,3226.25,#N/A,7995.63,#N/A,1820.97,1932.48
2003/08/13,9072.6,849.87,18114.1,#N/A,5631.61,#N/A,3235.87,#N/A,8036.64,#N/A,1834.58,1946.92
2003/08/14,8990.69,842.2,17883.74,#N/A,5592.84,#N/A,3207.05,#N/A,7969.51,#N/A,1823.35,1935
2003/08/15,9018.65,844.82,18071.5,#N/A,5630.17,#N/A,3155.93,#N/A,7935.2,#N/A,1824.11,1935.81
2003/08/18,9041.15,849.12,18048.26,#N/A,5640.3,#N/A,3190.09,#N/A,7993.29,#N/A,1828.08,1943.64
2003/08/19,9125.26,857.02,18252.8,#N/A,5690.14,#N/A,3216.25,#N/A,8067.14,#N/A,1846.08,1962.78
2003/08/20,9156.38,859.94,18294.17,#N/A,5732.87,#N/A,3217.41,#N/A,8096.03,#N/A,1855.52,1972.81
2003/08/21,9337.52,876.95,18764,#N/A,5838.84,#N/A,3263.85,#N/A,8234.35,#N/A,1883.93,2003.01
2003/08/22,9338.75,877.07,18693.47,#N/A,5862.82,#N/A,3271.15,#N/A,8255.75,#N/A,1882.14,2001.11
2003/08/25,9260.65,870.2,18592.99,#N/A,5786.46,#N/A,3232.29,#N/A,8152.81,#N/A,1865.63,1985.05
2003/08/26,9098.55,854.97,18074.96,#N/A,5726.34,#N/A,3195.98,#N/A,8065.12,#N/A,1840.91,1958.76
2003/08/27,9146.28,859.45,18237.73,#N/A,5757.94,#N/A,3197.35,#N/A,8091.7,#N/A,1850.24,1968.69
2003/08/28,9190.66,863.62,18486.4,#N/A,5738.68,#N/A,3186.41,#N/A,8063.39,#N/A,1854.94,1973.69
2003/08/29,9226.2,866.96,18718.35,#N/A,5719.77,#N/A,3167.32,#N/A,8023.08,#N/A,1858.16,1977.11
2003/09/01,9357.32,879.71,19095.06,#N/A,5795.03,#N/A,3189.93,#N/A,8105.58,#N/A,1879.94,2001.29
2003/09/02,9210.38,865.9,18519.15,#N/A,5785.95,#N/A,3165.41,#N/A,8063.07,#N/A,1857.89,1977.81
2003/09/03,9313.98,875.64,18743.24,#N/A,5829.12,#N/A,3220.52,#N/A,8165.62,#N/A,1874.87,1995.89
2003/09/04,9303.96,874.69,18744.86,#N/A,5784.58,#N/A,3235.19,#N/A,8151.85,#N/A,1872.02,1992.85
2003/09/05,9498.09,892.94,19472.1,#N/A,5842.77,#N/A,3241.79,#N/A,8198.03,#N/A,1904.29,2027.21
2003/09/08,9536,897.17,19652.56,#N/A,5846.22,#N/A,3238.61,#N/A,8197.15,#N/A,1904.34,2029.53
2003/09/09,9631.88,906.19,19873.76,#N/A,5949.54,#N/A,3244.21,#N/A,8288.84,#N/A,1921.06,2047.35
2003/09/10,9453.31,889.39,19280.38,#N/A,5877.08,#N/A,3219.63,#N/A,8206.35,#N/A,1894.77,2019.33
2003/09/11,9421.57,886.4,19203.29,#N/A,5869.72,#N/A,3202.54,#N/A,8178.72,#N/A,1885.8,2009.77
2003/09/12,9374.14,881.94,19176.62,#N/A,5842.58,#N/A,3150.46,#N/A,8089.55,#N/A,1871.11,1994.11
2003/09/15,9375.78,882.15,19141.79,#N/A,5871.85,#N/A,3155.9,#N/A,8121.48,#N/A,1867.54,1990.51
2003/09/16,9504.73,894.28,19510.35,#N/A,5915.14,#N/A,3202.57,#N/A,8216.33,#N/A,1891.9,2016.47
2003/09/17,9417.62,886.09,19275.42,#N/A,5862.66,#N/A,3180.53,#N/A,8145.46,#N/A,1879.68,2003.44
2003/09/18,9416.98,886.03,19296.78,#N/A,5834.61,#N/A,3183.28,#N/A,8124.01,#N/A,1880.78,2004.62
2003/09/19,9413.15,886.93,19343.27,#N/A,5823.68,#N/A,3165.77,#N/A,8100.75,#N/A,1878.38,2005.76
2003/09/22,9284.26,874.79,19068.25,#N/A,5723.17,#N/A,3129.05,#N/A,7978.88,#N/A,1854.9,1980.69
2003/09/23,9156.39,862.74,18667.85,#N/A,5669.56,#N/A,3107.11,#N/A,7909.67,#N/A,1835.74,1960.23
2003/09/25,9137.34,860.95,18617.71,#N/A,5657.1,#N/A,3104.92,#N/A,7902,#N/A,1834.9,1959.33
2003/09/26,9105.51,857.95,18420.43,#N/A,5676.42,#N/A,3117.05,#N/A,7934.08,#N/A,1831.93,1956.16
2003/09/29,9147.97,863.13,18435.89,#N/A,5770.3,#N/A,3120.76,#N/A,8017.67,#N/A,1842.15,1969.15
2003/09/30,8925.69,842.16,17740.51,#N/A,5696.26,#N/A,3063.75,#N/A,7886.02,#N/A,1812.05,1936.99
2003/10/01,8864.68,836.4,17548.2,#N/A,5624.81,#N/A,3083.94,#N/A,7851.91,#N/A,1803.85,1928.21
2003/10/02,8964.66,845.83,17845.67,#N/A,5681.48,#N/A,3097.2,#N/A,7912.76,#N/A,1819.61,1945.06
2003/10/03,9106.78,859.24,18238.02,#N/A,5735.81,#N/A,3140.89,#N/A,8012.68,#N/A,1839.67,1966.51
2003/10/06,9205.74,869.83,18450.88,#N/A,5773.12,#N/A,3195.28,#N/A,8105.25,#N/A,1852.36,1983.44
2003/10/07,9099.28,859.77,18022.64,#N/A,5772.86,#N/A,3182.04,#N/A,8090.42,#N/A,1843.31,1973.75
2003/10/08,9240.58,873.12,18367.77,#N/A,5870.62,#N/A,3220.34,#N/A,8211.87,#N/A,1867.9,2000.08
2003/10/09,9431.57,891.17,18832.01,#N/A,5959.35,#N/A,3293.03,#N/A,8361.04,#N/A,1905.21,2040.03
2003/10/10,9488.46,896.54,18949.03,#N/A,5968.66,#N/A,3332.54,#N/A,8415.56,#N/A,1918,2053.72
2003/10/13,9637.29,911.3,19337.82,#N/A,6038.87,#N/A,3376.64,#N/A,8524.41,#N/A,1939.26,2078.46
2003/10/14,9545.03,902.58,19159.1,#N/A,5984.91,#N/A,3323.58,#N/A,8415.43,#N/A,1921.61,2059.54
2003/10/15,9623.78,910.03,19367.73,#N/A,6054.47,#N/A,3332.76,#N/A,8475.53,#N/A,1930.35,2068.91
2003/10/16,9656.36,913.11,19416.13,#N/A,6064.93,#N/A,3358.44,#N/A,8513.39,#N/A,1941.36,2080.71
2003/10/17,9854.68,931.86,19925.39,#N/A,6199.54,#N/A,3395.89,#N/A,8661.34,#N/A,1974.19,2115.9
2003/10/20,9807.18,928.43,19826.32,#N/A,6190.68,#N/A,3363.94,#N/A,8618.96,#N/A,1962.19,2106.72
2003/10/21,9732.9,921.4,19655.33,#N/A,6123.05,#N/A,3346.14,#N/A,8543.42,#N/A,1948.33,2091.84
2003/10/22,9607.18,909.5,19333.61,#N/A,6043.62,#N/A,3311.37,#N/A,8437.59,#N/A,1932.6,2074.95
2003/10/23,9528.51,902.05,19054.8,#N/A,6029.87,#N/A,3292.7,#N/A,8403.99,#N/A,1923.66,2065.35
2003/10/24,9498.25,899.18,19012.8,#N/A,6013.91,#N/A,3267.16,#N/A,8356.94,#N/A,1918.17,2059.46
2003/10/27,9502.59,899.65,18972.39,#N/A,6035.07,#N/A,3273.13,#N/A,8379.3,#N/A,1918.36,2059.84
2003/10/28,9644.84,913.12,19313.9,#N/A,6144.26,#N/A,3301.28,#N/A,8498.01,#N/A,1943.86,2087.22
2003/10/29,9695.88,917.95,19366.32,#N/A,6189.04,#N/A,3324.22,#N/A,8560.24,#N/A,1956.48,2100.77
2003/10/30,9813.94,929.12,19802.19,#N/A,6206.47,#N/A,3326.2,#N/A,8567.45,#N/A,1973.36,2118.9
2003/10/31,9765.3,924.52,19594.05,#N/A,6210.57,#N/A,3322.34,#N/A,8571.1,#N/A,1967.94,2113.09
2003/11/03,9775.77,925.6,19512.16,#N/A,6234.42,#N/A,3352.49,#N/A,8621.34,#N/A,1975.57,2121.59
2003/11/04,9815.37,929.35,19600.87,#N/A,6260.26,#N/A,3362.08,#N/A,8651.58,#N/A,1981.86,2128.35
2003/11/05,9792.21,927.16,19556.78,#N/A,6219.49,#N/A,3363.71,#N/A,8621,#N/A,1976.46,2122.55
2003/11/06,9888.22,936.25,19797.79,#N/A,6290.42,#N/A,3381.06,#N/A,8692.25,#N/A,1994.33,2141.73
2003/11/07,9928.84,940.09,19806.45,#N/A,6372.02,#N/A,3383.41,#N/A,8751.81,#N/A,2002.62,2150.63
2003/11/10,9887.38,937.12,19638.78,#N/A,6380.97,#N/A,3373.29,#N/A,8747.38,#N/A,1998.54,2146.91
2003/11/11,9766.29,925.64,19265.52,#N/A,6318.89,#N/A,3354.67,#N/A,8679.44,#N/A,1982.2,2129.37
2003/11/12,9827.34,931.43,19440.72,#N/A,6373.86,#N/A,3352.89,#N/A,8719.54,#N/A,1988.76,2136.41
2003/11/13,9864.33,934.93,19556.84,#N/A,6419,#N/A,3336.11,#N/A,8726.97,#N/A,1993.55,2141.55
2003/11/14,9914.01,939.64,19576.19,#N/A,6491.22,#N/A,3362.8,#N/A,8824.42,#N/A,2006.46,2155.43
2003/11/17,9710.91,920.54,18965.07,#N/A,6370.91,#N/A,3342.7,#N/A,8707.59,#N/A,1979.44,2126.92
2003/11/18,9700.21,919.53,18864.7,#N/A,6406.87,#N/A,3333.51,#N/A,8717.32,#N/A,1978.3,2125.7
2003/11/19,9657.66,915.49,18740.19,#N/A,6390.84,#N/A,3327.03,#N/A,8691.34,#N/A,1972.68,2119.66
2003/11/20,9519.51,902.4,18414.32,#N/A,6287.72,#N/A,3291.39,#N/A,8566.63,#N/A,1951.4,2096.79
2003/11/21,9576.46,907.8,18531.03,#N/A,6332.6,#N/A,3307.43,#N/A,8622.12,#N/A,1960.48,2106.55
2003/11/24,9584.51,908.67,18444.26,#N/A,6374.71,#N/A,3331.13,#N/A,8690.29,#N/A,1962.32,2108.92
2003/11/25,9651.32,915,18490.81,#N/A,6438.68,#N/A,3373.36,#N/A,8787.52,#N/A,1977.79,2125.54
2003/11/26,9601.32,910.26,18274.26,#N/A,6432,#N/A,3375.62,#N/A,8785.08,#N/A,1974.1,2121.57
2003/11/27,9645.86,914.49,18419.02,#N/A,6485.1,#N/A,3357.92,#N/A,8804.4,#N/A,1980.05,2127.96
2003/11/28,9729.6,922.43,18524.13,#N/A,6544.05,#N/A,3405.31,#N/A,8907.71,#N/A,2001.73,2151.27
2003/12/01,9927.63,941.6,18982.64,#N/A,6620.18,#N/A,3501.85,#N/A,9079.62,#N/A,2043.33,2196.61
2003/12/02,9847.46,933.99,18841.51,#N/A,6585.59,#N/A,3446.89,#N/A,8982.66,#N/A,2026.62,2178.64
2003/12/03,9708.07,920.77,18292.34,#N/A,6563.84,#N/A,3437.48,#N/A,8954.5,#N/A,2008.53,2159.19
2003/12/04,9598.22,910.35,17899.1,#N/A,6526,#N/A,3427.44,#N/A,8912.56,#N/A,1990.96,2140.3
2003/12/05,9783.57,927.93,18402.86,#N/A,6605.05,#N/A,3487.81,#N/A,9054.65,#N/A,2020.76,2172.34
2003/12/08,9779.27,927.79,18563.49,#N/A,6536.9,#N/A,3458.53,#N/A,8957.02,#N/A,2018.18,2170.51
2003/12/09,9861.09,935.56,18820.34,#N/A,6595.02,#N/A,3449.16,#N/A,8990.81,#N/A,2028.26,2181.35
2003/12/10,9784.13,928.26,18646.79,#N/A,6541.51,#N/A,3422.39,#N/A,8922.23,#N/A,2016.25,2168.43
2003/12/11,9747.75,924.8,18305.15,#N/A,6596.4,#N/A,3457.87,#N/A,9011.16,#N/A,2013.19,2165.14
2003/12/12,9783.4,928.88,18421.86,#N/A,6631.91,#N/A,3444.68,#N/A,9030.42,#N/A,2020.18,2174.85
2003/12/15,9856.98,935.86,18597.73,#N/A,6678.03,#N/A,3465.86,#N/A,9086.75,#N/A,2035.33,2191.17
2003/12/17,9920.04,941.85,18640.92,#N/A,6708.28,#N/A,3521.7,#N/A,9176.51,#N/A,2050.65,2207.66
2003/12/18,10095.33,958.57,19161.43,#N/A,6801.36,#N/A,3536.96,#N/A,9267.1,#N/A,2072.22,2231.12
2003/12/19,10229.76,971.33,19714.65,#N/A,6783.4,#N/A,3549.74,#N/A,9265.96,#N/A,2091.3,2251.67
2003/12/22,10314.71,979.4,20017.58,#N/A,6863.49,#N/A,3524.09,#N/A,9299.13,#N/A,2099.9,2260.93
2003/12/23,10340.22,981.82,19992.91,#N/A,6876.11,#N/A,3556.09,#N/A,9346.94,#N/A,2108.57,2270.26
2003/12/24,10326.81,980.59,20036.52,#N/A,6828.84,#N/A,3549.68,#N/A,9303.05,#N/A,2101.7,2263.01
2003/12/29,10325.72,980.48,20075.26,#N/A,6823.12,#N/A,3537.29,#N/A,9274.39,#N/A,2104.25,2265.76
2003/12/30,10380.66,985.7,20106.26,#N/A,6904.34,#N/A,3557.62,#N/A,9363.61,#N/A,2119.23,2281.89
2003/12/31,10387.22,986.32,20138.29,#N/A,6873.8,#N/A,3572.27,#N/A,9352.83,#N/A,2123.19,2286.15
2004/01/02,10510.88,998.06,20339.36,#N/A,6980.82,#N/A,3627.34,#N/A,9502.04,#N/A,2146.26,2310.99
2004/01/05,10394.39,988.23,20067,#N/A,6852.12,#N/A,3620.64,#N/A,9395.9,#N/A,2131.79,2298.99
2004/01/06,10499.14,998.19,20421.15,#N/A,6892.5,#N/A,3636.1,#N/A,9440.62,#N/A,2143.75,2311.88
2004/01/07,10513.64,999.57,20286.49,#N/A,6932.44,#N/A,3676.77,#N/A,9520.64,#N/A,2153,2321.86
2004/01/08,10507.74,999,20258.72,#N/A,6968.96,#N/A,3651.46,#N/A,9518.03,#N/A,2145,2313.24
2004/01/09,10577.85,1005.67,20387.51,#N/A,7020.69,#N/A,3676.63,#N/A,9588.31,#N/A,2157.82,2327.06
2004/01/12,10712.59,1018.88,20886.64,#N/A,7096.52,#N/A,3660.28,#N/A,9629.71,#N/A,2170.58,2342.2
2004/01/13,10873.22,1034.16,21501.62,#N/A,7152.09,#N/A,3661.77,#N/A,9675.41,#N/A,2192.13,2365.45
2004/01/14,10943.4,1040.83,21780.13,#N/A,7178.34,#N/A,3652.65,#N/A,9691.17,#N/A,2197.12,2370.83
2004/01/15,10920.66,1038.67,21646.05,#N/A,7227.17,#N/A,3634.7,#N/A,9716.09,#N/A,2190.64,2363.84
2004/01/16,11009.46,1047.11,21910.38,#N/A,7231.82,#N/A,3674.12,#N/A,9758.49,#N/A,2207.52,2382.06
2004/01/19,10983.02,1044.8,21897,#N/A,7191.44,#N/A,3664.19,#N/A,9715.85,#N/A,2201.32,2376.08
2004/01/20,10971.3,1043.69,21740.52,#N/A,7215.03,#N/A,3683.06,#N/A,9755.61,#N/A,2203.78,2378.74
2004/01/21,10911.99,1038.05,21537.21,#N/A,7195.49,#N/A,3685.12,#N/A,9751.93,#N/A,2191.82,2365.82
